Name,Age,Education,Employment,Income,Poverty Level
Michael Todd,87,Primary,Unemployed,4806,Below Poverty Line
Francisco Lee,78,Primary,Employed,477300,Above Poverty Line
Jon Wells,60,Tertiary,Self-employed,219083,Above Poverty Line
Michelle Foster,74,Secondary,Unemployed,13585,Middle Class
Mrs. Tanya Hebert,41,No Education,Self-employed,726423,Above Poverty Line
Debra Garza,75,Tertiary,Employed,684081,Above Poverty Line
Matthew Morrison,49,No Education,Employed,323159,Above Poverty Line
Katrina Rodriguez,78,Primary,Employed,562660,Above Poverty Line
Susan Hardy,65,No Education,Self-employed,322446,Above Poverty Line
Jacob Clark,37,No Education,Employed,483361,Above Poverty Line
Sean Atkinson,63,Secondary,Employed,367568,Above Poverty Line
Joshua Owen Jr.,29,No Education,Employed,886494,Above Poverty Line
Krystal Williams,57,Secondary,Self-employed,179642,Above Poverty Line
Suzanne Walker,29,Primary,Employed,763239,Above Poverty Line
Adam Finley,83,Tertiary,Unemployed,14704,Middle Class
Levi Dickerson,69,No Education,Unemployed,5679,Below Poverty Line
James Watson,39,No Education,Employed,172684,Above Poverty Line
Amy Johnson,77,Secondary,Employed,803400,Above Poverty Line
Joy Martin,54,Tertiary,Self-employed,941624,Above Poverty Line
Michele Mcdonald,30,Tertiary,Self-employed,488851,Above Poverty Line
Ana Williams,66,No Education,Unemployed,11744,Middle Class
Kyle Cooper,71,No Education,Employed,528342,Above Poverty Line
Jill Nelson,28,Secondary,Self-employed,67706,Middle Class
Brianna Carr,65,Primary,Self-employed,967157,Above Poverty Line
George Baker,32,Secondary,Employed,493868,Above Poverty Line
Lori Chavez,35,No Education,Self-employed,322309,Above Poverty Line
Willie Becker,65,Tertiary,Employed,521982,Above Poverty Line
Jason Lee,77,Primary,Employed,785528,Above Poverty Line
Victoria Moore,62,Secondary,Unemployed,7493,Below Poverty Line
Christopher Hart,47,Secondary,Employed,879259,Above Poverty Line
Joy Bryant,57,Secondary,Self-employed,66638,Middle Class
Matthew Williams,66,No Education,Unemployed,13279,Middle Class
Sara Vance,81,Primary,Employed,875246,Above Poverty Line
Chloe Mann,34,Tertiary,Employed,421358,Above Poverty Line
David Davis,20,Primary,Self-employed,899099,Above Poverty Line
Courtney Wright,86,Secondary,Employed,495661,Above Poverty Line
Troy Gibbs,28,Secondary,Unemployed,1866,Below Poverty Line
Thomas Williams,67,Primary,Employed,823360,Above Poverty Line
Ian Wise,22,Secondary,Unemployed,9633,Below Poverty Line
Robyn Marshall,31,Primary,Self-employed,365412,Above Poverty Line
Preston Lewis,78,Secondary,Self-employed,215539,Above Poverty Line
Brian Miranda,64,Secondary,Employed,930486,Above Poverty Line
Scott Clark,32,Primary,Self-employed,540942,Above Poverty Line
Mr. Gregory Herman DVM,30,Tertiary,Unemployed,5949,Below Poverty Line
Tamara Oliver,72,No Education,Unemployed,3712,Below Poverty Line
Anthony Rivera,23,Secondary,Self-employed,761427,Above Poverty Line
Robert Cook,46,Secondary,Employed,312949,Above Poverty Line
Kyle Jefferson,25,No Education,Unemployed,10883,Middle Class
Gregory Bradford,35,Primary,Self-employed,547040,Above Poverty Line
Regina Brown,51,No Education,Employed,209686,Above Poverty Line
Terry Wood,85,Tertiary,Self-employed,676538,Above Poverty Line
Kevin Brown,49,Secondary,Employed,783926,Above Poverty Line
Elizabeth Norman,75,Secondary,Employed,222243,Above Poverty Line
Tonya Gonzalez,61,Primary,Self-employed,527388,Above Poverty Line
Melissa Anderson,37,Tertiary,Unemployed,7807,Below Poverty Line
Charles Roman,57,Tertiary,Unemployed,9407,Below Poverty Line
Mario Delacruz,25,Primary,Employed,305023,Above Poverty Line
Edward Middleton,32,No Education,Self-employed,351730,Above Poverty Line
Megan Benjamin,78,Secondary,Self-employed,305784,Above Poverty Line
Brandy Smith,81,Primary,Self-employed,219570,Above Poverty Line
Michael Drake,65,Secondary,Self-employed,121419,Above Poverty Line
Ashley Espinoza,20,No Education,Employed,961258,Above Poverty Line
Terry Ortega,84,No Education,Unemployed,7727,Below Poverty Line
Troy Arnold,67,Primary,Unemployed,8576,Below Poverty Line
Joy Rogers,54,Primary,Self-employed,716125,Above Poverty Line
Kristin Hill,58,Primary,Self-employed,723049,Above Poverty Line
Taylor Bailey,45,Primary,Employed,623199,Above Poverty Line
Christina Vazquez,58,Tertiary,Employed,312481,Above Poverty Line
Mr. Jacob Evans,87,No Education,Employed,483607,Above Poverty Line
Corey Turner,79,Tertiary,Self-employed,914893,Above Poverty Line
Connor Becker,85,Primary,Employed,940226,Above Poverty Line
Michele Lyons,54,No Education,Unemployed,12678,Middle Class
Jonathon King,75,Secondary,Self-employed,502734,Above Poverty Line
Colton Harris,73,No Education,Unemployed,9326,Below Poverty Line
Tracey Kelly,19,No Education,Employed,923168,Above Poverty Line
Brett Marshall,44,Primary,Unemployed,6914,Below Poverty Line
Felicia Wagner,19,No Education,Employed,361601,Above Poverty Line
Amanda Moore DVM,86,Secondary,Unemployed,4283,Below Poverty Line
Clinton Garcia,42,Tertiary,Self-employed,148794,Above Poverty Line
John Leonard,70,Tertiary,Self-employed,732076,Above Poverty Line
Wesley Hernandez,28,Primary,Unemployed,7776,Below Poverty Line
Victoria Ford,65,Tertiary,Self-employed,79976,Middle Class
Lindsay Mora,83,Primary,Self-employed,76437,Middle Class
Lawrence Williams,60,No Education,Self-employed,702383,Above Poverty Line
Nicole Brown,22,Tertiary,Self-employed,301793,Above Poverty Line
Catherine Smith,84,Secondary,Unemployed,16718,Middle Class
Lisa Pearson,36,No Education,Unemployed,6647,Below Poverty Line
Lisa Williams,86,Secondary,Employed,42827,Middle Class
Kimberly Vasquez,36,Secondary,Employed,533731,Above Poverty Line
John Benson,24,Tertiary,Unemployed,2045,Below Poverty Line
Matthew Barker,32,Tertiary,Self-employed,856587,Above Poverty Line
Jim Howell,32,No Education,Employed,55597,Middle Class
Omar Long,48,No Education,Self-employed,889188,Above Poverty Line
Sarah Carter,38,No Education,Unemployed,14026,Middle Class
George Day,66,No Education,Unemployed,12434,Middle Class
Ryan Salazar,68,Tertiary,Unemployed,8405,Below Poverty Line
Amanda Barton,47,Tertiary,Unemployed,15619,Middle Class
Warren Pitts,51,No Education,Self-employed,133879,Above Poverty Line
Brad Mckinney,55,Secondary,Employed,542071,Above Poverty Line
Linda Alexander,30,Secondary,Employed,920730,Above Poverty Line
Rodney Warren,58,Secondary,Self-employed,324725,Above Poverty Line
James Allen,55,No Education,Unemployed,11389,Middle Class
Mary Fuentes,41,No Education,Self-employed,301375,Above Poverty Line
Steven King,84,Tertiary,Unemployed,10616,Middle Class
Dr. Michael Doyle PhD,82,Primary,Employed,458582,Above Poverty Line
Brian Butler,27,Tertiary,Employed,959299,Above Poverty Line
Valerie Weaver,46,No Education,Self-employed,547734,Above Poverty Line
Kayla Carter,76,Tertiary,Self-employed,218729,Above Poverty Line
Deborah Roberson,50,Secondary,Self-employed,324942,Above Poverty Line
Isaiah Mccoy,48,Tertiary,Unemployed,18513,Middle Class
Theresa Herrera,25,Tertiary,Self-employed,426460,Above Poverty Line
Rodney Shields,32,Secondary,Self-employed,157583,Above Poverty Line
Casey Cobb,35,No Education,Self-employed,863519,Above Poverty Line
Melissa Jones,29,No Education,Unemployed,8943,Below Poverty Line
Sandra Cooper,79,No Education,Employed,51726,Middle Class
Tonya Silva,76,Tertiary,Employed,864284,Above Poverty Line
Rebecca Ramos,58,Primary,Employed,174170,Above Poverty Line
George Becker,84,Secondary,Employed,671093,Above Poverty Line
Patricia Garcia,30,No Education,Unemployed,12909,Middle Class
Diane Ramos,26,Primary,Unemployed,7814,Below Poverty Line
Steven Montgomery,53,No Education,Employed,521984,Above Poverty Line
Amanda Huerta,81,Tertiary,Employed,393372,Above Poverty Line
Christopher Clark,32,Primary,Employed,179887,Above Poverty Line
Mr. Kevin Powers,39,No Education,Employed,806356,Above Poverty Line
Edward Tyler,72,Primary,Employed,934714,Above Poverty Line
Maria Vargas,74,Primary,Unemployed,14908,Middle Class
Maria Foster,27,No Education,Unemployed,16458,Middle Class
Sheila Shaw,38,Tertiary,Employed,678669,Above Poverty Line
Andrew Carney,76,Secondary,Self-employed,503342,Above Poverty Line
Jose Watts,68,Secondary,Self-employed,162235,Above Poverty Line
Samantha Sanders,18,Tertiary,Self-employed,703336,Above Poverty Line
Linda Gutierrez,83,Primary,Self-employed,179507,Above Poverty Line
Mary Clark,59,Primary,Self-employed,463752,Above Poverty Line
Maria Morales,54,Secondary,Employed,334076,Above Poverty Line
Gregory Blankenship,25,Primary,Self-employed,75114,Middle Class
Karen Green DDS,31,Secondary,Unemployed,9609,Below Poverty Line
Scott Mccarthy,77,Secondary,Unemployed,6551,Below Poverty Line
Kyle Cox,50,Tertiary,Unemployed,11549,Middle Class
Travis Brown,58,Secondary,Unemployed,10911,Middle Class
Renee Boyle,69,Secondary,Unemployed,16841,Middle Class
James Walker,31,Tertiary,Employed,388908,Above Poverty Line
Brandon Hess Jr.,87,Tertiary,Employed,445349,Above Poverty Line
Carolyn Wilson,61,Primary,Unemployed,10067,Middle Class
Erin Gillespie,67,No Education,Unemployed,17705,Middle Class
Lauren Mendez,47,Primary,Employed,460228,Above Poverty Line
Richard Moore,25,Tertiary,Employed,399415,Above Poverty Line
Jennifer Nelson,61,Secondary,Unemployed,6072,Below Poverty Line
Shelby Smith,38,Secondary,Employed,990206,Above Poverty Line
Elizabeth Mathis,38,Primary,Unemployed,11784,Middle Class
John Davidson,34,No Education,Employed,192526,Above Poverty Line
Mary Kelly,53,Primary,Employed,506618,Above Poverty Line
Dana Walker,80,No Education,Unemployed,11331,Middle Class
Pamela Garza,44,Secondary,Employed,669107,Above Poverty Line
Kelly Mcclure,38,Tertiary,Self-employed,778547,Above Poverty Line
Aaron Lee,65,Tertiary,Self-employed,558287,Above Poverty Line
Benjamin Bradley,51,Primary,Employed,408484,Above Poverty Line
Joseph Blake,76,Primary,Employed,233238,Above Poverty Line
Jose Oneill,59,No Education,Unemployed,11930,Middle Class
Daniel Torres,59,Tertiary,Employed,832795,Above Poverty Line
Brandy James,60,Secondary,Self-employed,240226,Above Poverty Line
Thomas Smith,60,Tertiary,Employed,217569,Above Poverty Line
Adam Garcia,50,No Education,Self-employed,75108,Middle Class
Jennifer Smith,80,Primary,Unemployed,16100,Middle Class
Laurie Mcdonald,18,Tertiary,Self-employed,495109,Above Poverty Line
Michelle Bradley,57,Secondary,Employed,140427,Above Poverty Line
Erin Miller,28,No Education,Self-employed,463100,Above Poverty Line
Mr. Cody Glover,28,Primary,Employed,784797,Above Poverty Line
Lisa Schmidt,38,Primary,Employed,788168,Above Poverty Line
Jacob Spears,39,Primary,Unemployed,13462,Middle Class
Derek Smith,73,Tertiary,Employed,169597,Above Poverty Line
Jennifer Lowe,75,Secondary,Unemployed,11955,Middle Class
Jessica Perez,71,No Education,Employed,816815,Above Poverty Line
Cheryl Simpson,42,Tertiary,Employed,312251,Above Poverty Line
Peggy Reed,57,No Education,Unemployed,14145,Middle Class
Jeremiah Le,57,Secondary,Self-employed,141500,Above Poverty Line
Ashley Brown,71,Tertiary,Self-employed,403181,Above Poverty Line
Denise Foley,36,Secondary,Self-employed,382100,Above Poverty Line
Brenda Dickerson,21,Primary,Unemployed,10577,Middle Class
Kristen Martinez,76,No Education,Self-employed,271643,Above Poverty Line
Billy Barber,32,Tertiary,Unemployed,11339,Middle Class
Deborah Bates,87,Tertiary,Employed,790994,Above Poverty Line
Russell Alvarado,68,Secondary,Unemployed,13726,Middle Class
Jason Murphy,65,Tertiary,Unemployed,9504,Below Poverty Line
Lisa Cooper,84,Tertiary,Self-employed,703225,Above Poverty Line
Susan Miller,61,Primary,Employed,1009236,Above Poverty Line
Chad Hernandez,80,Tertiary,Employed,472113,Above Poverty Line
Karen Hebert,41,Secondary,Self-employed,35257,Middle Class
Amanda Gibson,77,Tertiary,Employed,509469,Above Poverty Line
Martin Lynch,83,Tertiary,Employed,678535,Above Poverty Line
Casey Wolfe,19,No Education,Unemployed,1816,Below Poverty Line
Laura Fuller,24,Primary,Employed,959862,Above Poverty Line
Jessica Williams,51,Tertiary,Unemployed,10223,Middle Class
Gene Sutton,77,Tertiary,Self-employed,861654,Above Poverty Line
Rebecca Bell,86,Tertiary,Unemployed,3216,Below Poverty Line
Matthew Pierce,80,No Education,Unemployed,9716,Below Poverty Line
Dr. Alan Craig,60,Tertiary,Employed,284076,Above Poverty Line
Joan Reeves,35,No Education,Employed,161166,Above Poverty Line
Lisa Pham,25,Primary,Self-employed,816352,Above Poverty Line
Robert Mckee,55,Primary,Employed,433562,Above Poverty Line
Patrick Robinson,19,Primary,Employed,275604,Above Poverty Line
Karen Rodriguez,59,No Education,Self-employed,583347,Above Poverty Line
Brad Duncan,28,Primary,Self-employed,166644,Above Poverty Line
Dale King,24,No Education,Self-employed,922035,Above Poverty Line
Marie Holmes,70,Primary,Self-employed,386035,Above Poverty Line
Paula Brown,72,Secondary,Employed,633297,Above Poverty Line
Mike Parker,52,Tertiary,Unemployed,3673,Below Poverty Line
Paul Cook,47,No Education,Self-employed,138816,Above Poverty Line
Kim Long,52,Secondary,Self-employed,309989,Above Poverty Line
Victoria Kelly,46,Secondary,Unemployed,14027,Middle Class
Daniel Arroyo,32,No Education,Self-employed,956079,Above Poverty Line
Daniel Hopkins,37,No Education,Unemployed,13414,Middle Class
Alexandra Webster,26,No Education,Self-employed,20905,Middle Class
Sara Sullivan,79,Tertiary,Unemployed,17272,Middle Class
Mr. Sean Garrison,83,No Education,Self-employed,959265,Above Poverty Line
Stacie Smith,40,Tertiary,Unemployed,14277,Middle Class
Jasmine Valenzuela,47,Secondary,Employed,282294,Above Poverty Line
Thomas White,52,Tertiary,Employed,258442,Above Poverty Line
Anna Bennett,46,Secondary,Unemployed,7282,Below Poverty Line
Ryan Cardenas,20,Primary,Unemployed,8634,Below Poverty Line
Eileen Long,49,Primary,Employed,774289,Above Poverty Line
Kevin Anderson,36,Primary,Employed,1000122,Above Poverty Line
Jeffrey Rojas,55,Secondary,Unemployed,15967,Middle Class
Terri Bullock,32,Secondary,Unemployed,6836,Below Poverty Line
Stephanie Nelson,26,Primary,Self-employed,225532,Above Poverty Line
Donald Hernandez,26,Primary,Employed,131078,Above Poverty Line
Patricia Bowman,63,Secondary,Self-employed,670130,Above Poverty Line
Terri Collins,35,No Education,Employed,771661,Above Poverty Line
Ariana Douglas,56,No Education,Self-employed,316019,Above Poverty Line
Greg Weaver,72,Secondary,Unemployed,9907,Below Poverty Line
Richard Pitts,26,Secondary,Self-employed,315805,Above Poverty Line
Arthur Watts,50,No Education,Self-employed,177758,Above Poverty Line
David Boyd,72,Secondary,Unemployed,5713,Below Poverty Line
Phillip Rosales,25,No Education,Unemployed,4929,Below Poverty Line
Courtney Martinez,26,Secondary,Unemployed,10144,Middle Class
Andrew Hanna,63,No Education,Unemployed,7751,Below Poverty Line
Sharon Warner,34,Primary,Self-employed,399883,Above Poverty Line
Carolyn Herrera,35,No Education,Unemployed,6342,Below Poverty Line
Jeffrey Lane,43,No Education,Employed,132371,Above Poverty Line
Angela Blackwell,34,No Education,Employed,94349,Middle Class
James Daniel,47,Tertiary,Employed,366560,Above Poverty Line
Sarah Barnes,33,Primary,Unemployed,9967,Below Poverty Line
Jonathan Baldwin,28,Primary,Employed,527020,Above Poverty Line
Stephanie Carrillo,78,Tertiary,Employed,285632,Above Poverty Line
Vanessa Thomas,21,Tertiary,Employed,645339,Above Poverty Line
Nichole Ferguson,80,Primary,Employed,927609,Above Poverty Line
Crystal Williams,45,No Education,Employed,356741,Above Poverty Line
Karina Johnson,26,Tertiary,Unemployed,11002,Middle Class
Jennifer Lee,23,Tertiary,Self-employed,702151,Above Poverty Line
Sandy Nelson,71,No Education,Self-employed,582103,Above Poverty Line
Daniel Anderson,61,Primary,Self-employed,922569,Above Poverty Line
Ashlee Cruz,38,Tertiary,Employed,363821,Above Poverty Line
Mr. Reginald Turner,39,Secondary,Employed,738525,Above Poverty Line
Patricia Neal,40,Tertiary,Unemployed,11141,Middle Class
Cathy Davis,79,Tertiary,Employed,45157,Middle Class
Jeffrey Allen,28,Secondary,Unemployed,12329,Middle Class
Stacy Figueroa,82,Secondary,Unemployed,10221,Middle Class
James Turner,39,Secondary,Self-employed,116563,Above Poverty Line
Amber Harris,36,Primary,Unemployed,8102,Below Poverty Line
Tonya Perez,41,No Education,Unemployed,4793,Below Poverty Line
Jennifer Miles,77,Secondary,Self-employed,578060,Above Poverty Line
Kimberly Henson,20,Secondary,Employed,359412,Above Poverty Line
Tiffany Murphy,62,Secondary,Self-employed,642395,Above Poverty Line
Allison Jordan,59,Secondary,Employed,578897,Above Poverty Line
Joseph Adams,82,Secondary,Employed,721188,Above Poverty Line
Justin Thompson,71,No Education,Employed,129328,Above Poverty Line
Tyler Sanders,34,Tertiary,Unemployed,13126,Middle Class
Alison Young,60,Secondary,Unemployed,11382,Middle Class
Dr. Barbara Miller,56,Tertiary,Unemployed,6251,Below Poverty Line
Nicole Fields,61,Secondary,Employed,919078,Above Poverty Line
Chelsea Garcia,21,Secondary,Employed,940621,Above Poverty Line
Patrick Watson,52,Tertiary,Employed,810926,Above Poverty Line
Lori Stevens,37,No Education,Self-employed,64540,Middle Class
Zachary Wyatt,63,Secondary,Employed,840995,Above Poverty Line
Ashley Kelley,54,Primary,Self-employed,761192,Above Poverty Line
Cynthia Brady,22,Primary,Self-employed,699291,Above Poverty Line
Tamara Blackwell,71,Secondary,Self-employed,171743,Above Poverty Line
James Wilson,83,Primary,Unemployed,6204,Below Poverty Line
Lawrence Hart,67,Primary,Unemployed,8773,Below Poverty Line
Susan Ashley,26,Tertiary,Unemployed,11505,Middle Class
